기준분기,연령대,소득추정등급,"대출금액합계<미적용, 십만원>","차주수합계<미적용, 명>"
2019Q3,60대,08,7068062,10765
2019Q3,60대,09,5627002,10250
2019Q3,60대,10,2106736,4303
2019Q3,60대,11,1352132,2528
2019Q3,60대,12,746612,1443
2019Q3,60대,13,1202931,2625
2019Q3,60대,14,1187055,1864
2019Q3,60대,15,1689885,2011
2019Q3,70세 이상,00,143228,173
2019Q3,70세 이상,01,954793,214
2019Q3,70세 이상,02,93821,38
2019Q3,70세 이상,03,147085,79
2019Q3,70세 이상,04,68615,40
2019Q3,70세 이상,05,120223,80
2019Q3,70세 이상,06,166488,72
2019Q3,70세 이상,07,148418,106
2019Q3,70세 이상,08,119114,114
2019Q3,70세 이상,09,300249,201
2019Q3,70세 이상,10,91931,75
2019Q3,70세 이상,11,146136,161
2019Q3,70세 이상,12,52171,69
2019Q3,70세 이상,13,12270462,15809
2019Q3,70세 이상,14,3732192,5874
2019Q3,70세 이상,15,622805,966
2019Q4,20대,00,346,7
2019Q4,20대,01,37876,44
2019Q4,20대,02,61224,49
2019Q4,20대,03,219562,232
2019Q4,20대,04,188312,214
2019Q4,20대,05,531208,605
2019Q4,20대,06,979017,1119
2019Q4,20대,07,1118418,1169
2019Q4,20대,08,2559654,5335
2019Q4,20대,09,2504363,5999
2019Q4,20대,10,1262466,2820
2019Q4,20대,11,1526338,4856
2019Q4,20대,12,1162087,4466
2019Q4,20대,13,1858595,9959
2019Q4,20대,14,1775839,12982
2019Q4,20대,15,816051,6923
2019Q4,30대,00,4251,7
2019Q4,30대,01,3098213,1243
2019Q4,30대,02,2814752,1308
2019Q4,30대,03,6265085,3364
2019Q4,30대,04,4876397,2799
2019Q4,30대,05,8042262,5647
2019Q4,30대,06,8679508,7086
2019Q4,30대,07,9505800,9044
2019Q4,30대,08,11698324,15828
2019Q4,30대,09,10090383,16599
2019Q4,30대,10,4060750,7139
2019Q4,30대,11,3825103,8031
2019Q4,30대,12,1815907,4141
2019Q4,30대,13,2015587,4292
2019Q4,30대,14,2684995,6055
2019Q4,30대,15,2135364,3442
2019Q4,40대,00,3592,6
2019Q4,40대,01,13385628,5623
2019Q4,40대,02,8753110,4377
2019Q4,40대,03,15292188,9718
2019Q4,40대,04,9206088,7055
2019Q4,40대,05,11120492,10256
2019Q4,40대,06,12356116,13435
2019Q4,40대,07,12161952,15249
2019Q4,40대,08,10911475,17254
2019Q4,40대,09,8333445,15055
2019Q4,40대,10,2799432,4965
2019Q4,40대,11,2823560,4928
2019Q4,40대,12,1160451,1836
2019Q4,40대,13,1885991,2714
2019Q4,40대,14,2989002,3796
2019Q4,40대,15,3110539,3783
2019Q4,50대,00,6794,7
2019Q4,50대,01,15992048,7192
2019Q4,50대,02,8703434,4880
2019Q4,50대,03,12597996,8919
2019Q4,50대,04,7706404,6373
2019Q4,50대,05,10425824,10483
2019Q4,50대,06,10895479,12044
2019Q4,50대,07,11534599,14991
2019Q4,50대,08,10950889,17173
2019Q4,50대,09,8102618,14591
2019Q4,50대,10,2734323,5768
2019Q4,50대,11,1843102,3150
2019Q4,50대,12,807282,1261
2019Q4,50대,13,1662917,2141
2019Q4,50대,14,2340900,3036
2019Q4,50대,15,3411106,3768
2019Q4,60대,00,773,4
2019Q4,60대,01,4588989,1770
2019Q4,60대,02,2151591,1006
2019Q4,60대,03,4417281,2153
2019Q4,60대,04,2978862,1942
2019Q4,60대,05,4484637,3447
2019Q4,60대,06,5706681,5764
2019Q4,60대,07,6058809,7015
2019Q4,60대,08,7072027,10719
2019Q4,60대,09,5649002,10227
2019Q4,60대,10,2098919,4290
2019Q4,60대,11,1352855,2524
2019Q4,60대,12,766435,1472
2019Q4,60대,13,1201237,2592
2019Q4,60대,14,1190391,1881
2019Q4,60대,15,1699540,2022
2019Q4,70세 이상,00,129566,170
2019Q4,70세 이상,01,927389,216
2019Q4,70세 이상,02,107208,42
2019Q4,70세 이상,03,156195,83
2019Q4,70세 이상,04,97916,50
2019Q4,70세 이상,05,125778,95
2019Q4,70세 이상,06,174333,97
2019Q4,70세 이상,07,181872,152
2019Q4,70세 이상,08,164888,184
2019Q4,70세 이상,09,339471,278
2019Q4,70세 이상,10,93071,93
2019Q4,70세 이상,11,152603,174
2019Q4,70세 이상,12,50836,75
2019Q4,70세 이상,13,11794166,15518
2019Q4,70세 이상,14,3630626,5663
2019Q4,70세 이상,15,614891,982
2020Q1,20대,00,1240,34
2020Q1,20대,01,39618,45
2020Q1,20대,02,58061,51
2020Q1,20대,03,252613,279
2020Q1,20대,04,212170,220
2020Q1,20대,05,674453,706
2020Q1,20대,06,1151371,1231
2020Q1,20대,07,1349800,1387
2020Q1,20대,08,2899761,5784
2020Q1,20대,09,2917862,6623
2020Q1,20대,10,1423332,3185
2020Q1,20대,11,1674934,5212
2020Q1,20대,12,1311751,4759
2020Q1,20대,13,1905933,10299
2020Q1,20대,14,1898969,12906
2020Q1,20대,15,884428,7082
2020Q1,30대,00,2569,4
2020Q1,30대,01,3233392,1286
2020Q1,30대,02,2897810,1323
2020Q1,30대,03,6752756,3544
2020Q1,30대,04,5292935,2960
2020Q1,30대,05,8419142,5828
2020Q1,30대,06,8983623,7125
2020Q1,30대,07,9797079,9171
2020Q1,30대,08,11907644,15827
2020Q1,30대,09,10042770,16262
2020Q1,30대,10,4064333,7027
2020Q1,30대,11,3919370,7850
2020Q1,30대,12,1764095,3927
2020Q1,30대,13,2020142,4164
2020Q1,30대,14,2768446,5869
2020Q1,30대,15,2168498,3428
2020Q1,40대,00,2005,2
2020Q1,40대,01,13127894,5486
2020Q1,40대,02,8789383,4316
2020Q1,40대,03,15334507,9759
2020Q1,40대,04,9063614,6932
2020Q1,40대,05,10913776,10047
2020Q1,40대,06,11996402,13147
2020Q1,40대,07,11896164,14762
2020Q1,40대,08,10625430,16583
2020Q1,40대,09,8068202,14341
2020Q1,40대,10,2690086,4805
2020Q1,40대,11,2784044,4784
2020Q1,40대,12,1146163,1783
2020Q1,40대,13,1864142,2677
2020Q1,40대,14,2920202,3704
2020Q1,40대,15,3097322,3738
2020Q1,50대,00,570,1
2020Q1,50대,01,16027620,7198
2020Q1,50대,02,8578811,4860
2020Q1,50대,03,12266822,8845
2020Q1,50대,04,7503786,6303
2020Q1,50대,05,10249450,10370
2020Q1,50대,06,10570131,11742
2020Q1,50대,07,11129677,14437
2020Q1,50대,08,10251298,16212
2020Q1,50대,09,7898743,14086
2020Q1,50대,10,2650662,5445
2020Q1,50대,11,1816654,3104
2020Q1,50대,12,795604,1245
2020Q1,50대,13,1633527,2108
2020Q1,50대,14,2259708,2971
2020Q1,50대,15,3315286,3700
2020Q1,60대,00,3019,4
2020Q1,60대,01,5229387,2074
2020Q1,60대,02,2572499,1199
2020Q1,60대,03,4838999,2520
2020Q1,60대,04,3282980,2233
2020Q1,60대,05,4653672,3939
2020Q1,60대,06,6451778,6402
2020Q1,60대,07,6612332,7814
2020Q1,60대,08,7521760,11428
2020Q1,60대,09,5908893,10734
2020Q1,60대,10,2216024,4465
2020Q1,60대,11,1446261,2663
2020Q1,60대,12,796117,1536
2020Q1,60대,13,1283350,2690
2020Q1,60대,14,1279441,2005
2020Q1,60대,15,1915603,2228
2020Q1,70세 이상,00,670,3
2020Q1,70세 이상,01,930776,230
2020Q1,70세 이상,02,125597,50
2020Q1,70세 이상,03,231199,112
2020Q1,70세 이상,04,101156,65
2020Q1,70세 이상,05,219707,151
2020Q1,70세 이상,06,291287,217
2020Q1,70세 이상,07,272681,270
2020Q1,70세 이상,08,266055,385
2020Q1,70세 이상,09,406824,452
2020Q1,70세 이상,10,148865,179
2020Q1,70세 이상,11,182243,223
2020Q1,70세 이상,12,76061,106
2020Q1,70세 이상,13,11561001,15329
2020Q1,70세 이상,14,3873763,5950
2020Q1,70세 이상,15,648287,1054
2020Q2,20대,00,138,5
2020Q2,20대,01,40772,38
2020Q2,20대,02,67191,60
2020Q2,20대,03,305205,316
2020Q2,20대,04,256904,246
2020Q2,20대,05,748406,772
2020Q2,20대,06,1236180,1258
2020Q2,20대,07,1462136,1468
2020Q2,20대,08,3218888,6098
2020Q2,20대,09,3004461,6524
2020Q2,20대,10,1429144,3085
2020Q2,20대,11,1713822,5061
2020Q2,20대,12,1189203,4466
2020Q2,20대,13,1919194,9816
2020Q2,20대,14,1832715,12735
2020Q2,20대,15,842870,6745
2020Q2,30대,00,2106,5
2020Q2,30대,01,3412584,1333
2020Q2,30대,02,3059500,1355
2020Q2,30대,03,7266747,3750
2020Q2,30대,04,5617055,3162
2020Q2,30대,05,8894330,6096
2020Q2,30대,06,9220967,7218
2020Q2,30대,07,9935655,9288
2020Q2,30대,08,12151189,16062
2020Q2,30대,09,10019444,15961
2020Q2,30대,10,4044306,6944
2020Q2,30대,11,3882074,7762
2020Q2,30대,12,1756526,3906
2020Q2,30대,13,2070400,4159
2020Q2,30대,14,2745529,5779
2020Q2,30대,15,2217649,3426
2020Q2,40대,00,350,1
2020Q2,40대,01,13776669,5651
2020Q2,40대,02,9148111,4481
2020Q2,40대,03,15749589,9980
2020Q2,40대,04,9141782,7097
2020Q2,40대,05,11324472,10279
2020Q2,40대,06,12064236,13158
2020Q2,40대,07,11721616,14602
2020Q2,40대,08,10606197,16400
2020Q2,40대,09,8183360,14086
2020Q2,40대,10,2779942,4843
2020Q2,40대,11,2836027,4761
2020Q2,40대,12,1156625,1770
2020Q2,40대,13,1986362,2749
2020Q2,40대,14,2978788,3747
2020Q2,40대,15,3148808,3825
2020Q2,50대,00,1903,6
2020Q2,50대,01,16569514,7377
2020Q2,50대,02,8667400,4970
2020Q2,50대,03,12627154,8980
2020Q2,50대,04,7386297,6325
2020Q2,50대,05,10371100,10489
2020Q2,50대,06,10680105,11855
2020Q2,50대,07,11188975,14300
2020Q2,50대,08,10064668,16000
2020Q2,50대,09,8079773,13949
2020Q2,50대,10,2502333,5302
2020Q2,50대,11,1837235,3104
2020Q2,50대,12,801229,1250
2020Q2,50대,13,1661959,2139
2020Q2,50대,14,2294813,3004
2020Q2,50대,15,3358202,3755
2020Q2,60대,00,1643,4
2020Q2,60대,01,5246545,2075
2020Q2,60대,02,2432197,1160
2020Q2,60대,03,4757325,2415
2020Q2,60대,04,3314787,2158
2020Q2,60대,05,4543486,3780
2020Q2,60대,06,6412990,6280
2020Q2,60대,07,6706692,7769
2020Q2,60대,08,7451672,11405
2020Q2,60대,09,5626408,10360
2020Q2,60대,10,2264677,4441
2020Q2,60대,11,1462095,2708
2020Q2,60대,12,805305,1574
2020Q2,60대,13,1314325,2681
2020Q2,60대,14,1278276,2001
2020Q2,60대,15,1932265,2222
2020Q2,70세 이상,00,271,3
2020Q2,70세 이상,01,1033854,246
2020Q2,70세 이상,02,136977,51
2020Q2,70세 이상,03,205301,117
2020Q2,70세 이상,04,110082,69
2020Q2,70세 이상,05,194682,147
2020Q2,70세 이상,06,247409,182
2020Q2,70세 이상,07,260425,233
2020Q2,70세 이상,08,290723,343
2020Q2,70세 이상,09,414868,432
2020Q2,70세 이상,10,179483,176
2020Q2,70세 이상,11,185474,230
2020Q2,70세 이상,12,79980,119
2020Q2,70세 이상,13,12111086,15968
2020Q2,70세 이상,14,3883092,5902
2020Q2,70세 이상,15,687504,1089
2020Q3,20대,00,2369,8
2020Q3,20대,01,63451,50
2020Q3,20대,02,65981,59
2020Q3,20대,03,345953,329
2020Q3,20대,04,263960,233
2020Q3,20대,05,841997,825
2020Q3,20대,06,1294280,1282
2020Q3,20대,07,1603101,1577
2020Q3,20대,08,3505629,6389
2020Q3,20대,09,3312142,6812
2020Q3,20대,10,1486481,3217
2020Q3,20대,11,1806981,5143
2020Q3,20대,12,1295007,4680
2020Q3,20대,13,1915230,9680
2020Q3,20대,14,1853733,12230
2020Q3,20대,15,873869,6511
2020Q3,30대,00,7172,8
2020Q3,30대,01,3374610,1281
2020Q3,30대,02,3181673,1360
2020Q3,30대,03,7402905,3679
2020Q3,30대,04,5618786,3054
2020Q3,30대,05,9062563,5942
2020Q3,30대,06,9387247,7147
2020Q3,30대,07,10079179,9137
2020Q3,30대,08,12167774,15650
2020Q3,30대,09,10074688,15795
2020Q3,30대,10,4140568,6852
2020Q3,30대,11,4019339,7697
2020Q3,30대,12,1778212,3780
2020Q3,30대,13,1986866,4024
2020Q3,30대,14,2722990,5688
2020Q3,30대,15,2183603,3326
2020Q3,40대,00,2839,4
2020Q3,40대,01,14086382,5681
2020Q3,40대,02,9471974,4535
2020Q3,40대,03,15988217,9826
2020Q3,40대,04,9665490,7156
2020Q3,40대,05,11495603,10319
2020Q3,40대,06,12401168,13077
2020Q3,40대,07,12012694,14761
2020Q3,40대,08,11147008,16569
2020Q3,40대,09,8388742,14247
2020Q3,40대,10,2974625,4971
2020Q3,40대,11,2966599,4879
2020Q3,40대,12,1212206,1860
2020Q3,40대,13,2083515,2838
2020Q3,40대,14,3040580,3791
2020Q3,40대,15,3212783,3877
2020Q3,50대,00,1371,6
2020Q3,50대,01,17853271,7535
2020Q3,50대,02,8679970,4945
2020Q3,50대,03,12903388,9090
2020Q3,50대,04,7363689,6303
2020Q3,50대,05,10678512,10646
2020Q3,50대,06,10638664,11874
2020Q3,50대,07,11258696,14328
2020Q3,50대,08,10059152,15759
2020Q3,50대,09,8113720,13953
2020Q3,50대,10,2647609,5316
2020Q3,50대,11,1851682,3141
2020Q3,50대,12,851552,1316
2020Q3,50대,13,1730384,2176
2020Q3,50대,14,2330242,2997
2020Q3,50대,15,3447115,3807
2020Q3,60대,00,374,3
2020Q3,60대,01,5750195,2285
2020Q3,60대,02,2525239,1229
2020Q3,60대,03,5133991,2599
2020Q3,60대,04,3334765,2266
2020Q3,60대,05,4795046,3988
2020Q3,60대,06,6587957,6589
2020Q3,60대,07,7002786,8154
2020Q3,60대,08,7756636,11906
2020Q3,60대,09,5756980,10599
2020Q3,60대,10,2247996,4552
2020Q3,60대,11,1498871,2753
2020Q3,60대,12,839612,1622
2020Q3,60대,13,1327178,2690
2020Q3,60대,14,1336883,2086
2020Q3,60대,15,2026286,2363
2020Q3,70세 이상,00,3615,5
2020Q3,70세 이상,01,1027264,247
2020Q3,70세 이상,02,118538,48
2020Q3,70세 이상,03,163956,98
2020Q3,70세 이상,04,106184,61
2020Q3,70세 이상,05,157203,119
2020Q3,70세 이상,06,193519,123
2020Q3,70세 이상,07,182590,143
2020Q3,70세 이상,08,183143,210
2020Q3,70세 이상,09,359698,302
2020Q3,70세 이상,10,110601,114
2020Q3,70세 이상,11,179396,204
2020Q3,70세 이상,12,64448,88
2020Q3,70세 이상,13,12463544,16218
2020Q3,70세 이상,14,4071590,6053
2020Q3,70세 이상,15,699077,1070
2020Q4,20대,00,652,2
2020Q4,20대,01,66157,50
2020Q4,20대,02,89360,72
2020Q4,20대,03,364495,367
2020Q4,20대,04,346689,278
2020Q4,20대,05,960468,881
2020Q4,20대,06,1392531,1312
2020Q4,20대,07,1736862,1669
2020Q4,20대,08,3679014,6498
2020Q4,20대,09,3573390,7094
2020Q4,20대,10,1556198,3194
2020Q4,20대,11,1850910,5021
2020Q4,20대,12,1353680,4676
2020Q4,20대,13,2030098,9679
2020Q4,20대,14,1833479,11841
2020Q4,20대,15,836938,6250
2020Q4,30대,00,4789,5
2020Q4,30대,01,3791702,1397
2020Q4,30대,02,3724141,1547
2020Q4,30대,03,8193337,4039
2020Q4,30대,04,6288311,3267
2020Q4,30대,05,9783662,6268
2020Q4,30대,06,10164894,7439
2020Q4,30대,07,10660916,9598
2020Q4,30대,08,12701260,16048
2020Q4,30대,09,10659989,16131
2020Q4,30대,10,4207815,6919
2020Q4,30대,11,4107635,7716
2020Q4,30대,12,1849381,3840
2020Q4,30대,13,2060707,4036
2020Q4,30대,14,2859962,5721
2020Q4,30대,15,2317065,3435
2020Q4,40대,00,2988,5
2020Q4,40대,01,14260380,5682
2020Q4,40대,02,9933747,4667
2020Q4,40대,03,16162196,9876
2020Q4,40대,04,9809134,7107
2020Q4,40대,05,11457455,10089
2020Q4,40대,06,12240474,12812
2020Q4,40대,07,11853100,14293
2020Q4,40대,08,10995188,16087
2020Q4,40대,09,8219758,13847
2020Q4,40대,10,2962536,4784
2020Q4,40대,11,2986279,4748
2020Q4,40대,12,1228473,1850
2020Q4,40대,13,2064149,2772
2020Q4,40대,14,3029977,3709
2020Q4,40대,15,3209795,3830
2020Q4,50대,00,7178,9
2020Q4,50대,01,17306474,7645
2020Q4,50대,02,8875501,5028
2020Q4,50대,03,12701747,8981
2020Q4,50대,04,7292923,6210
2020Q4,50대,05,10696217,10484
2020Q4,50대,06,10402385,11559
2020Q4,50대,07,11165557,14119
2020Q4,50대,08,9918674,15314
2020Q4,50대,09,8004379,13646
2020Q4,50대,10,2645349,5299
2020Q4,50대,11,1897302,3170
2020Q4,50대,12,885971,1324
2020Q4,50대,13,1776826,2188
2020Q4,50대,14,2350958,2977
2020Q4,50대,15,3417757,3785
2020Q4,60대,00,2069,3
2020Q4,60대,01,6011026,2423
2020Q4,60대,02,2602233,1330
2020Q4,60대,03,5218384,2711
2020Q4,60대,04,3389715,2295
2020Q4,60대,05,5027478,4130
2020Q4,60대,06,6829537,6682
2020Q4,60대,07,7229840,8436
2020Q4,60대,08,7829755,12162
2020Q4,60대,09,5980401,10750
2020Q4,60대,10,2349595,4609
2020Q4,60대,11,1515890,2817
2020Q4,60대,12,880383,1641
2020Q4,60대,13,1364605,2769
2020Q4,60대,14,1365983,2108
2020Q4,60대,15,2113272,2433
2020Q4,70세 이상,00,8100,6
2020Q4,70세 이상,01,1072328,263
2020Q4,70세 이상,02,155873,60
2020Q4,70세 이상,03,214850,131
2020Q4,70세 이상,04,140388,80
2020Q4,70세 이상,05,194167,157
2020Q4,70세 이상,06,246306,201
2020Q4,70세 이상,07,283639,275
2020Q4,70세 이상,08,292130,401
2020Q4,70세 이상,09,440456,460
2020Q4,70세 이상,10,143293,183
2020Q4,70세 이상,11,178622,224
2020Q4,70세 이상,12,91699,114
2020Q4,70세 이상,13,12487278,16086
2020Q4,70세 이상,14,4063053,5967
2020Q4,70세 이상,15,741361,1124
2021Q1,20대,00,949,28
2021Q1,20대,01,90803,59
2021Q1,20대,02,80437,65
2021Q1,20대,03,353744,358
2021Q1,20대,04,338427,274
2021Q1,20대,05,886133,830
2021Q1,20대,06,1395491,1239
2021Q1,20대,07,1678935,1587
2021Q1,20대,08,3691495,6379
2021Q1,20대,09,3500804,6790
2021Q1,20대,10,1547301,3255
2021Q1,20대,11,1763185,4845
2021Q1,20대,12,1316152,4649
2021Q1,20대,13,1983823,9819
2021Q1,20대,14,2028580,11222
2021Q1,20대,15,875650,6258
2021Q1,30대,00,2877,3
2021Q1,30대,01,3778436,1371
2021Q1,30대,02,3685966,1544
2021Q1,30대,03,8210772,3983
2021Q1,30대,04,6375885,3285
2021Q1,30대,05,9822109,6145
2021Q1,30대,06,10411100,7403
2021Q1,30대,07,10971291,9550
2021Q1,30대,08,12882096,16035
2021Q1,30대,09,10925398,16140
2021Q1,30대,10,4352526,6951
2021Q1,30대,11,4202743,7797
2021Q1,30대,12,1927765,3921
2021Q1,30대,13,2080573,4132
2021Q1,30대,14,2887655,5774
2021Q1,30대,15,2299860,3369
2021Q1,40대,00,6458,3
2021Q1,40대,01,14807075,5785
2021Q1,40대,02,10397434,4863
2021Q1,40대,03,16925592,10159
2021Q1,40대,04,10049162,7140
2021Q1,40대,05,11796256,10203
2021Q1,40대,06,12458975,12756
2021Q1,40대,07,12219613,14505
2021Q1,40대,08,11536293,16324
2021Q1,40대,09,8637366,14164
2021Q1,40대,10,3005685,4924
2021Q1,40대,11,3148142,4935
2021Q1,40대,12,1267023,1891
2021Q1,40대,13,2209484,2883
2021Q1,40대,14,3156638,3839
2021Q1,40대,15,3426430,3967
2021Q1,50대,00,3359,4
2021Q1,50대,01,17923086,8072
2021Q1,50대,02,9254159,5261
2021Q1,50대,03,13218766,9285
2021Q1,50대,04,7716746,6492
2021Q1,50대,05,10810526,10741
2021Q1,50대,06,10695010,11868
2021Q1,50대,07,11577877,14448
2021Q1,50대,08,10110464,15641
2021Q1,50대,09,8226881,14015
2021Q1,50대,10,2773778,5379
2021Q1,50대,11,1983682,3307
2021Q1,50대,12,931581,1386
2021Q1,50대,13,1854947,2254
2021Q1,50대,14,2441445,3067
2021Q1,50대,15,3560503,3925
2021Q1,60대,00,1074,2
2021Q1,60대,01,5883802,2429
2021Q1,60대,02,2543824,1314
2021Q1,60대,03,4915588,2558
2021Q1,60대,04,3297645,2216
2021Q1,60대,05,4860319,3904
2021Q1,60대,06,6628989,6503
2021Q1,60대,07,7089783,8289
2021Q1,60대,08,7888508,11968
2021Q1,60대,09,5838906,10490
2021Q1,60대,10,2389199,4581
2021Q1,60대,11,1517973,2825
2021Q1,60대,12,882817,1614
2021Q1,60대,13,1387984,2813
2021Q1,60대,14,1358586,2089
2021Q1,60대,15,2104033,2404
2021Q1,70세 이상,00,200,1
2021Q1,70세 이상,01,1070730,263
2021Q1,70세 이상,02,134164,58
2021Q1,70세 이상,03,185531,117
2021Q1,70세 이상,04,120582,65
2021Q1,70세 이상,05,187951,142
2021Q1,70세 이상,06,197002,148
2021Q1,70세 이상,07,186995,190
2021Q1,70세 이상,08,214860,258
2021Q1,70세 이상,09,404248,385
2021Q1,70세 이상,10,129743,152
2021Q1,70세 이상,11,175329,214
2021Q1,70세 이상,12,87779,106
2021Q1,70세 이상,13,12731570,16364
2021Q1,70세 이상,14,4266233,6194
2021Q1,70세 이상,15,758685,1168
2021Q2,20대,00,2020,3
2021Q2,20대,01,71940,62
2021Q2,20대,02,108190,89
2021Q2,20대,03,439831,379
2021Q2,20대,04,364150,292
2021Q2,20대,05,1040710,927
2021Q2,20대,06,1579011,1370
2021Q2,20대,07,2090120,1927
2021Q2,20대,08,4311028,6928
2021Q2,20대,09,3600695,7074
2021Q2,20대,10,1636279,3329
2021Q2,20대,11,1955154,5131
2021Q2,20대,12,1341006,4823
2021Q2,20대,13,1969272,9774
2021Q2,20대,14,1802264,11119
2021Q2,20대,15,819299,5979
2021Q2,30대,00,235,2
2021Q2,30대,01,3715565,1339
2021Q2,30대,02,3935033,1598
2021Q2,30대,03,8569834,4084
2021Q2,30대,04,6575960,3294
2021Q2,30대,05,9913133,6176
2021Q2,30대,06,10519967,7342
2021Q2,30대,07,11309003,9607
2021Q2,30대,08,12966231,15893
2021Q2,30대,09,10773028,15599
2021Q2,30대,10,4266051,6686
2021Q2,30대,11,4265361,7614
2021Q2,30대,12,1913566,3832
2021Q2,30대,13,2078267,4002
2021Q2,30대,14,2874945,5621
2021Q2,30대,15,2289591,3296
2021Q2,40대,00,488,1
2021Q2,40대,01,14989273,5725
2021Q2,40대,02,10166051,4764
2021Q2,40대,03,17312152,10178
2021Q2,40대,04,9960061,7026
2021Q2,40대,05,11865165,9943
2021Q2,40대,06,12465321,12569
2021Q2,40대,07,12177632,14206
2021Q2,40대,08,11600502,16224
2021Q2,40대,09,8694487,13903
2021Q2,40대,10,3109653,4853
2021Q2,40대,11,3181000,4867
2021Q2,40대,12,1316308,1868
2021Q2,40대,13,2202413,2894
2021Q2,40대,14,3146282,3790
2021Q2,40대,15,3431451,3923
2021Q2,50대,00,11533,8
2021Q2,50대,01,18462488,8267
2021Q2,50대,02,9458289,5316
2021Q2,50대,03,13410337,9390
2021Q2,50대,04,7724468,6462
2021Q2,50대,05,10906254,10716
2021Q2,50대,06,10938544,11973
2021Q2,50대,07,11472473,14313
2021Q2,50대,08,10277395,15631
2021Q2,50대,09,8308551,13884
2021Q2,50대,10,2809217,5347
2021Q2,50대,11,2040479,3345
2021Q2,50대,12,939017,1404
2021Q2,50대,13,1831583,2278
2021Q2,50대,14,2514454,3112
2021Q2,50대,15,3611530,3957
2021Q2,60대,00,2128,3
2021Q2,60대,01,6204738,2610
2021Q2,60대,02,2711245,1455
2021Q2,60대,03,5278082,2842
2021Q2,60대,04,3588954,2410
2021Q2,60대,05,5200059,4091
2021Q2,60대,06,6843534,6856
2021Q2,60대,07,7586580,8800
2021Q2,60대,08,8153650,12489
2021Q2,60대,09,6084138,10771
2021Q2,60대,10,2498020,4704
2021Q2,60대,11,1591564,2918
2021Q2,60대,12,920482,1634
2021Q2,60대,13,1507876,2886
2021Q2,60대,14,1470739,2184
2021Q2,60대,15,2208153,2531
2021Q2,70세 이상,00,717,2
2021Q2,70세 이상,01,1009941,271
2021Q2,70세 이상,02,118058,54
2021Q2,70세 이상,03,159702,116
2021Q2,70세 이상,04,90694,66
2021Q2,70세 이상,05,188420,132
2021Q2,70세 이상,06,213099,157
2021Q2,70세 이상,07,194633,171
2021Q2,70세 이상,08,222294,259
2021Q2,70세 이상,09,403940,357
2021Q2,70세 이상,10,131805,144
2021Q2,70세 이상,11,169233,217
2021Q2,70세 이상,12,69101,97
2021Q2,70세 이상,13,12671182,16152
2021Q2,70세 이상,14,4425547,6374
2021Q2,70세 이상,15,766497,1184
2021Q3,20대,00,245,4
2021Q3,20대,01,111004,70
2021Q3,20대,02,131112,96
2021Q3,20대,03,422235,380
2021Q3,20대,04,413167,296
2021Q3,20대,05,1084727,921
2021Q3,20대,06,1831185,1343
2021Q3,20대,07,2117021,1938
2021Q3,20대,08,4085213,6783
2021Q3,20대,09,3613111,6913
2021Q3,20대,10,1661718,3391
2021Q3,20대,11,1922980,5009
2021Q3,20대,12,1356709,4702
2021Q3,20대,13,2121762,10005
2021Q3,20대,14,1819536,10886
2021Q3,20대,15,821902,5850
2021Q3,30대,00,1458,3
2021Q3,30대,01,3965007,1433
2021Q3,30대,02,4153939,1653
2021Q3,30대,03,9124861,4261
2021Q3,30대,04,7153145,3538
2021Q3,30대,05,10397502,6317
2021Q3,30대,06,11127662,7664
2021Q3,30대,07,11741356,9855
2021Q3,30대,08,13568861,16266
2021Q3,30대,09,11191115,15995
2021Q3,30대,10,4440739,6853
2021Q3,30대,11,4309819,7693
2021Q3,30대,12,1986515,3901
2021Q3,30대,13,2100905,4049
2021Q3,30대,14,2999930,5678
2021Q3,30대,15,2333387,3318
2021Q3,40대,00,5161,2
2021Q3,40대,01,15648566,5883
2021Q3,40대,02,10520718,4927
2021Q3,40대,03,18040404,10504
2021Q3,40대,04,10290757,7239
2021Q3,40대,05,12193182,10163
2021Q3,40대,06,12519349,12567
2021Q3,40대,07,12641482,14404
2021Q3,40대,08,11580063,16132
2021Q3,40대,09,8939496,13996
2021Q3,40대,10,3125332,4862
2021Q3,40대,11,3267805,4894
2021Q3,40대,12,1349085,1897
2021Q3,40대,13,2259738,2916
2021Q3,40대,14,3196068,3822
2021Q3,40대,15,3541555,3997
2021Q3,50대,00,3358,4
2021Q3,50대,01,18555594,8224
2021Q3,50대,02,9339416,5230
2021Q3,50대,03,13316512,9181
2021Q3,50대,04,7393421,6328
2021Q3,50대,05,10822067,10487
2021Q3,50대,06,10922446,11764
2021Q3,50대,07,11219675,13945
2021Q3,50대,08,9969880,15204
2021Q3,50대,09,8251769,13598
2021Q3,50대,10,2792649,5257
2021Q3,50대,11,2056448,3283
2021Q3,50대,12,943459,1378
2021Q3,50대,13,1801104,2231
2021Q3,50대,14,2476160,3066
2021Q3,50대,15,3586238,3896
2021Q3,60대,00,5021,11
2021Q3,60대,01,6309597,2685
2021Q3,60대,02,2793887,1462
2021Q3,60대,03,5289515,2853
2021Q3,60대,04,3572787,2402
2021Q3,60대,05,5266119,4110
2021Q3,60대,06,6885061,6804
2021Q3,60대,07,7537079,8739
2021Q3,60대,08,8241552,12503
2021Q3,60대,09,6197653,10734
2021Q3,60대,10,2466016,4665
2021Q3,60대,11,1647302,2959
2021Q3,60대,12,898830,1643
2021Q3,60대,13,1520030,2892
2021Q3,60대,14,1497888,2177
2021Q3,60대,15,2187931,2552
