기준분기,연령대,성별구분,소득추정등급,"신용관리대상등록총금액<미적용, 금액, 십만원>","신용관리대상등록총금액<미적용, 등록자수, 명>"
2010Q4,60대,남자,03,76293,13
2010Q4,60대,남자,04,9852,6
2010Q4,60대,남자,05,49648,14
2010Q4,60대,남자,06,95313,47
2010Q4,60대,남자,07,472775,153
2010Q4,60대,남자,08,400121,284
2010Q4,60대,남자,09,303455,391
2010Q4,60대,남자,10,1558615,398
2010Q4,60대,남자,11,244053,158
2010Q4,60대,남자,12,33146,98
2010Q4,60대,남자,13,286,3
2010Q4,60대,남자,14,0,0
2010Q4,60대,남자,15,484,3
2010Q4,60대,여자,00,71223,259
2010Q4,60대,여자,01,0,0
2010Q4,60대,여자,02,698,1
2010Q4,60대,여자,03,35169,6
2010Q4,60대,여자,04,5662,4
2010Q4,60대,여자,05,4324,6
2010Q4,60대,여자,06,26617,4
2010Q4,60대,여자,07,9124,7
2010Q4,60대,여자,08,33473,33
2010Q4,60대,여자,09,377319,99
2010Q4,60대,여자,10,181324,125
2010Q4,60대,여자,11,39893,146
2010Q4,60대,여자,12,102844,305
2010Q4,60대,여자,13,91018,329
2010Q4,60대,여자,14,17943,112
2010Q4,60대,여자,15,400,3
2010Q4,70세 이상,남자,00,109160,72
2010Q4,70세 이상,남자,01,0,0
2010Q4,70세 이상,남자,02,0,0
2010Q4,70세 이상,남자,03,0,0
2010Q4,70세 이상,남자,04,0,0
2010Q4,70세 이상,남자,06,0,0
2010Q4,70세 이상,남자,07,0,0
2010Q4,70세 이상,남자,08,0,0
2010Q4,70세 이상,남자,09,0,0
2010Q4,70세 이상,남자,10,0,0
2010Q4,70세 이상,남자,11,0,0
2010Q4,70세 이상,남자,12,0,0
2010Q4,70세 이상,남자,13,597681,445
2010Q4,70세 이상,남자,14,58170,58
2010Q4,70세 이상,남자,15,0,0
2010Q4,70세 이상,여자,00,9549,72
2010Q4,70세 이상,여자,01,0,0
2010Q4,70세 이상,여자,02,0,0
2010Q4,70세 이상,여자,03,0,0
2010Q4,70세 이상,여자,04,0,0
2010Q4,70세 이상,여자,05,0,0
2010Q4,70세 이상,여자,06,0,0
2010Q4,70세 이상,여자,07,0,0
2010Q4,70세 이상,여자,08,0,0
2010Q4,70세 이상,여자,09,0,0
2010Q4,70세 이상,여자,10,0,0
2010Q4,70세 이상,여자,11,0,0
2010Q4,70세 이상,여자,12,0,0
2010Q4,70세 이상,여자,13,102044,85
2010Q4,70세 이상,여자,14,115821,342
2010Q4,70세 이상,여자,15,147873,211
2011Q1,20대,남자,00,5888,87
2011Q1,20대,남자,01,1588,4
2011Q1,20대,남자,02,1212,2
2011Q1,20대,남자,03,296,3
2011Q1,20대,남자,04,640,2
2011Q1,20대,남자,05,2321,8
2011Q1,20대,남자,06,2810,9
2011Q1,20대,남자,07,1408,8
2011Q1,20대,남자,08,6227,31
2011Q1,20대,남자,09,6831,43
2011Q1,20대,남자,10,38834,63
2011Q1,20대,남자,11,39397,262
2011Q1,20대,남자,12,61676,514
2011Q1,20대,남자,13,27462,818
2011Q1,20대,남자,14,11119,143
2011Q1,20대,남자,15,2134,44
2011Q1,20대,여자,00,12165,112
2011Q1,20대,여자,01,480,4
2011Q1,20대,여자,02,0,0
2011Q1,20대,여자,03,420,4
2011Q1,20대,여자,04,0,0
2011Q1,20대,여자,05,1,1
2011Q1,20대,여자,06,894,6
2011Q1,20대,여자,07,345,8
2011Q1,20대,여자,08,4068,24
2011Q1,20대,여자,09,6051,20
2011Q1,20대,여자,10,999,20
2011Q1,20대,여자,11,8022,29
2011Q1,20대,여자,12,11758,37
2011Q1,20대,여자,13,7457,59
2011Q1,20대,여자,14,68602,730
2011Q1,20대,여자,15,33521,649
2011Q1,30대,남자,00,205497,1201
2011Q1,30대,남자,01,23615,39
2011Q1,30대,남자,02,11300,21
2011Q1,30대,남자,03,43606,47
2011Q1,30대,남자,04,15955,15
2011Q1,30대,남자,05,66650,65
2011Q1,30대,남자,06,59081,78
2011Q1,30대,남자,07,115298,118
2011Q1,30대,남자,08,335830,493
2011Q1,30대,남자,09,333186,1013
2011Q1,30대,남자,10,380064,1006
2011Q1,30대,남자,11,157243,911
2011Q1,30대,남자,12,94295,796
2011Q1,30대,남자,13,29272,265
2011Q1,30대,남자,14,22640,126
2011Q1,30대,남자,15,7747,27
2011Q1,30대,여자,00,127103,860
2011Q1,30대,여자,01,11940,17
2011Q1,30대,여자,02,2481,7
2011Q1,30대,여자,03,14417,21
2011Q1,30대,여자,04,3701,8
2011Q1,30대,여자,05,4410,27
2011Q1,30대,여자,06,41903,23
2011Q1,30대,여자,07,17391,29
2011Q1,30대,여자,08,63753,62
2011Q1,30대,여자,09,98691,193
2011Q1,30대,여자,10,103038,225
2011Q1,30대,여자,11,83154,398
2011Q1,30대,여자,12,98866,450
2011Q1,30대,여자,13,90272,553
2011Q1,30대,여자,14,95769,884
2011Q1,30대,여자,15,11607,99
2011Q1,40대,남자,00,927262,1764
2011Q1,40대,남자,01,358388,102
2011Q1,40대,남자,02,163483,50
2011Q1,40대,남자,03,392417,133
2011Q1,40대,남자,04,170570,68
2011Q1,40대,남자,05,234764,151
2011Q1,40대,남자,06,496466,392
2011Q1,40대,남자,07,3412654,1123
2011Q1,40대,남자,08,1306869,2334
2011Q1,40대,남자,09,648456,1871
2011Q1,40대,남자,10,780539,1129
2011Q1,40대,남자,11,86611,637
2011Q1,40대,남자,12,3489,33
2011Q1,40대,남자,13,8844,43
2011Q1,40대,남자,14,17205,54
2011Q1,40대,남자,15,25203,28
2011Q1,40대,여자,00,251439,1156
2011Q1,40대,여자,01,58672,44
2011Q1,40대,여자,02,14857,18
2011Q1,40대,여자,03,102263,31
2011Q1,40대,여자,04,18019,20
2011Q1,40대,여자,05,148368,63
2011Q1,40대,여자,06,64097,67
2011Q1,40대,여자,07,101965,116
2011Q1,40대,여자,08,259725,357
2011Q1,40대,여자,09,511880,1022
2011Q1,40대,여자,10,734508,1423
2011Q1,40대,여자,11,248926,762
2011Q1,40대,여자,12,121858,634
2011Q1,40대,여자,13,11893,105
2011Q1,40대,여자,14,10891,63
2011Q1,40대,여자,15,17633,44
2011Q1,50대,남자,00,1768688,969
2011Q1,50대,남자,01,451068,53
2011Q1,50대,남자,02,70914,34
2011Q1,50대,남자,03,222812,63
2011Q1,50대,남자,04,236578,76
2011Q1,50대,남자,05,267088,158
2011Q1,50대,남자,06,538737,397
2011Q1,50대,남자,07,1078198,742
2011Q1,50대,남자,08,1851810,1529
2011Q1,50대,남자,09,673719,1065
2011Q1,50대,남자,10,2151572,790
2011Q1,50대,남자,11,111715,364
2011Q1,50대,남자,12,1269,7
2011Q1,50대,남자,13,27291,25
2011Q1,50대,남자,14,6620,27
2011Q1,50대,남자,15,29656,22
2011Q1,50대,여자,00,317041,772
2011Q1,50대,여자,01,74219,19
2011Q1,50대,여자,02,18694,9
2011Q1,50대,여자,03,54403,35
2011Q1,50대,여자,04,24702,23
2011Q1,50대,여자,05,41740,36
2011Q1,50대,여자,06,93359,35
2011Q1,50대,여자,07,84780,75
2011Q1,50대,여자,08,243459,312
2011Q1,50대,여자,09,659207,821
2011Q1,50대,여자,10,370668,999
2011Q1,50대,여자,11,203188,410
2011Q1,50대,여자,12,99193,386
2011Q1,50대,여자,13,20999,28
2011Q1,50대,여자,14,4167,23
2011Q1,50대,여자,15,6808,20
2011Q1,60대,남자,00,91529,249
2011Q1,60대,남자,01,257462,9
2011Q1,60대,남자,02,23527,5
2011Q1,60대,남자,03,46259,10
2011Q1,60대,남자,04,21340,6
2011Q1,60대,남자,05,60683,24
2011Q1,60대,남자,06,99332,51
2011Q1,60대,남자,07,458561,153
2011Q1,60대,남자,08,1099306,277
2011Q1,60대,남자,09,1292007,402
2011Q1,60대,남자,10,442455,393
2011Q1,60대,남자,11,260507,156
2011Q1,60대,남자,12,28409,94
2011Q1,60대,남자,13,285,3
2011Q1,60대,남자,14,757,2
2011Q1,60대,남자,15,855,4
2011Q1,60대,여자,00,69049,253
2011Q1,60대,여자,01,2314,1
2011Q1,60대,여자,02,548,1
2011Q1,60대,여자,03,15584,5
2011Q1,60대,여자,04,20208,3
2011Q1,60대,여자,05,4152,6
2011Q1,60대,여자,06,26617,4
2011Q1,60대,여자,07,8829,6
2011Q1,60대,여자,08,16781,37
2011Q1,60대,여자,09,378650,111
2011Q1,60대,여자,10,175674,123
2011Q1,60대,여자,11,70071,167
2011Q1,60대,여자,12,7912122,275
2011Q1,60대,여자,13,86511,290
2011Q1,60대,여자,14,17717,108
2011Q1,60대,여자,15,400,3
2011Q1,70세 이상,남자,00,110272,75
2011Q1,70세 이상,남자,01,643,1
2011Q1,70세 이상,남자,02,0,0
2011Q1,70세 이상,남자,03,0,0
2011Q1,70세 이상,남자,04,0,0
2011Q1,70세 이상,남자,05,2575,1
2011Q1,70세 이상,남자,06,0,0
2011Q1,70세 이상,남자,07,0,0
2011Q1,70세 이상,남자,08,0,0
2011Q1,70세 이상,남자,09,0,0
2011Q1,70세 이상,남자,10,0,0
2011Q1,70세 이상,남자,11,0,0
2011Q1,70세 이상,남자,12,0,0
2011Q1,70세 이상,남자,13,731274,470
2011Q1,70세 이상,남자,14,56311,58
2011Q1,70세 이상,남자,15,0,0
2011Q1,70세 이상,여자,00,10446,76
2011Q1,70세 이상,여자,01,2600,1
2011Q1,70세 이상,여자,02,0,0
2011Q1,70세 이상,여자,03,0,0
2011Q1,70세 이상,여자,04,0,0
2011Q1,70세 이상,여자,05,0,0
2011Q1,70세 이상,여자,06,4100,1
2011Q1,70세 이상,여자,07,0,0
2011Q1,70세 이상,여자,08,1000,1
2011Q1,70세 이상,여자,09,0,0
2011Q1,70세 이상,여자,10,0,0
2011Q1,70세 이상,여자,11,0,0
2011Q1,70세 이상,여자,12,0,0
2011Q1,70세 이상,여자,13,80591,93
2011Q1,70세 이상,여자,14,127368,333
2011Q1,70세 이상,여자,15,146722,206
2011Q2,20대,남자,00,4013,69
2011Q2,20대,남자,01,1676,3
2011Q2,20대,남자,02,1214,2
2011Q2,20대,남자,03,181,4
2011Q2,20대,남자,04,632,1
2011Q2,20대,남자,05,4542,11
2011Q2,20대,남자,06,4448,10
2011Q2,20대,남자,07,1090,7
2011Q2,20대,남자,08,7656,35
2011Q2,20대,남자,09,9971,39
2011Q2,20대,남자,10,13861,57
2011Q2,20대,남자,11,37017,248
2011Q2,20대,남자,12,52350,491
2011Q2,20대,남자,13,28800,808
2011Q2,20대,남자,14,12630,152
2011Q2,20대,남자,15,2360,42
2011Q2,20대,여자,00,7529,86
2011Q2,20대,여자,01,534,5
2011Q2,20대,여자,02,0,0
2011Q2,20대,여자,03,407,4
2011Q2,20대,여자,04,1510,1
2011Q2,20대,여자,05,241,3
2011Q2,20대,여자,06,887,6
2011Q2,20대,여자,07,175,5
2011Q2,20대,여자,08,3169,25
2011Q2,20대,여자,09,4340,20
2011Q2,20대,여자,10,3512,20
2011Q2,20대,여자,11,9739,30
2011Q2,20대,여자,12,12010,39
2011Q2,20대,여자,13,8505,54
2011Q2,20대,여자,14,62402,683
2011Q2,20대,여자,15,33950,672
2011Q2,30대,남자,00,162925,979
2011Q2,30대,남자,01,39574,42
2011Q2,30대,남자,02,10602,17
2011Q2,30대,남자,03,40488,42
2011Q2,30대,남자,04,16755,14
2011Q2,30대,남자,05,51036,61
2011Q2,30대,남자,06,62139,81
2011Q2,30대,남자,07,140649,121
2011Q2,30대,남자,08,311420,452
2011Q2,30대,남자,09,318690,985
2011Q2,30대,남자,10,376744,886
2011Q2,30대,남자,11,128726,790
2011Q2,30대,남자,12,98199,693
2011Q2,30대,남자,13,41114,297
2011Q2,30대,남자,14,23593,125
2011Q2,30대,남자,15,8535,30
2011Q2,30대,여자,00,93733,730
2011Q2,30대,여자,01,11822,16
2011Q2,30대,여자,02,2410,10
2011Q2,30대,여자,03,28174,26
2011Q2,30대,여자,04,2806,7
2011Q2,30대,여자,05,4959,29
2011Q2,30대,여자,06,16986,16
2011Q2,30대,여자,07,11182,33
2011Q2,30대,여자,08,77767,67
2011Q2,30대,여자,09,102288,155
2011Q2,30대,여자,10,84124,214
2011Q2,30대,여자,11,65968,368
2011Q2,30대,여자,12,77536,394
2011Q2,30대,여자,13,90019,495
2011Q2,30대,여자,14,80949,786
2011Q2,30대,여자,15,10321,99
2011Q2,40대,남자,00,831178,1530
2011Q2,40대,남자,01,341864,100
2011Q2,40대,남자,02,163806,48
2011Q2,40대,남자,03,317895,123
2011Q2,40대,남자,04,159697,67
2011Q2,40대,남자,05,267635,159
2011Q2,40대,남자,06,479425,373
2011Q2,40대,남자,07,3198507,1052
2011Q2,40대,남자,08,1336646,2218
2011Q2,40대,남자,09,608057,1763
2011Q2,40대,남자,10,722191,939
2011Q2,40대,남자,11,90635,586
2011Q2,40대,남자,12,2852,28
2011Q2,40대,남자,13,9936,52
2011Q2,40대,남자,14,17251,65
2011Q2,40대,남자,15,30996,30
2011Q2,40대,여자,00,202863,1012
2011Q2,40대,여자,01,47006,51
2011Q2,40대,여자,02,15032,19
2011Q2,40대,여자,03,105519,32
2011Q2,40대,여자,04,9966,15
2011Q2,40대,여자,05,142870,64
2011Q2,40대,여자,06,77626,70
2011Q2,40대,여자,07,148890,120
2011Q2,40대,여자,08,285967,345
2011Q2,40대,여자,09,486298,977
2011Q2,40대,여자,10,438477,1318
2011Q2,40대,여자,11,222372,714
2011Q2,40대,여자,12,109201,540
2011Q2,40대,여자,13,10459,103
2011Q2,40대,여자,14,36763,75
2011Q2,40대,여자,15,18465,51
2011Q2,50대,남자,00,1521416,905
2011Q2,50대,남자,01,475760,62
2011Q2,50대,남자,02,77214,36
2011Q2,50대,남자,03,259794,77
2011Q2,50대,남자,04,252296,74
2011Q2,50대,남자,05,283255,169
2011Q2,50대,남자,06,876819,402
2011Q2,50대,남자,07,1379451,775
2011Q2,50대,남자,08,1885722,1543
2011Q2,50대,남자,09,685189,1111
2011Q2,50대,남자,10,2136689,730
2011Q2,50대,남자,11,116354,351
2011Q2,50대,남자,12,2284,10
2011Q2,50대,남자,13,27957,29
2011Q2,50대,남자,14,10587,34
2011Q2,50대,남자,15,24440,22
2011Q2,50대,여자,00,265449,710
2011Q2,50대,여자,01,77193,22
2011Q2,50대,여자,02,32780,12
2011Q2,50대,여자,03,53221,35
2011Q2,50대,여자,04,25516,21
2011Q2,50대,여자,05,51480,44
2011Q2,50대,여자,06,99839,40
2011Q2,50대,여자,07,101767,100
2011Q2,50대,여자,08,230716,316
2011Q2,50대,여자,09,695344,882
2011Q2,50대,여자,10,515411,983
2011Q2,50대,여자,11,191194,374
2011Q2,50대,여자,12,103688,344
2011Q2,50대,여자,13,14455,31
2011Q2,50대,여자,14,5630,29
2011Q2,50대,여자,15,7448,26
2011Q2,60대,남자,00,61368,224
2011Q2,60대,남자,01,150877,8
2011Q2,60대,남자,02,23344,6
2011Q2,60대,남자,03,44470,9
2011Q2,60대,남자,04,20676,5
2011Q2,60대,남자,05,63119,26
2011Q2,60대,남자,06,98165,53
2011Q2,60대,남자,07,1103244,143
2011Q2,60대,남자,08,442826,283
2011Q2,60대,남자,09,1271501,386
2011Q2,60대,남자,10,454223,382
2011Q2,60대,남자,11,272074,148
2011Q2,60대,남자,12,40638,95
2011Q2,60대,남자,13,314,4
2011Q2,60대,남자,14,697,2
2011Q2,60대,남자,15,882,5
2011Q2,60대,여자,00,72790,227
2011Q2,60대,여자,01,2606,2
2011Q2,60대,여자,02,548,1
2011Q2,60대,여자,03,5158,5
2011Q2,60대,여자,04,25750,3
2011Q2,60대,여자,05,1372,4
2011Q2,60대,여자,06,28004,4
2011Q2,60대,여자,07,8706,6
2011Q2,60대,여자,08,14502,44
2011Q2,60대,여자,09,368705,115
2011Q2,60대,여자,10,98159,116
2011Q2,60대,여자,11,147698,183
2011Q2,60대,여자,12,7901407,247
2011Q2,60대,여자,13,78629,265
2011Q2,60대,여자,14,16358,105
2011Q2,60대,여자,15,400,3
2011Q2,70세 이상,남자,00,108399,61
2011Q2,70세 이상,남자,01,643,1
2011Q2,70세 이상,남자,02,0,0
2011Q2,70세 이상,남자,03,0,0
2011Q2,70세 이상,남자,04,0,0
2011Q2,70세 이상,남자,05,2575,1
2011Q2,70세 이상,남자,06,0,0
2011Q2,70세 이상,남자,07,0,0
2011Q2,70세 이상,남자,08,0,0
2011Q2,70세 이상,남자,09,0,0
2011Q2,70세 이상,남자,10,0,0
2011Q2,70세 이상,남자,11,0,0
2011Q2,70세 이상,남자,12,0,0
2011Q2,70세 이상,남자,13,695918,432
2011Q2,70세 이상,남자,14,54534,61
2011Q2,70세 이상,남자,15,0,0
2011Q2,70세 이상,여자,00,7420,65
2011Q2,70세 이상,여자,01,2600,1
2011Q2,70세 이상,여자,02,0,0
2011Q2,70세 이상,여자,03,0,0
2011Q2,70세 이상,여자,04,0,0
2011Q2,70세 이상,여자,05,0,0
2011Q2,70세 이상,여자,06,0,0
2011Q2,70세 이상,여자,07,0,0
2011Q2,70세 이상,여자,08,1000,1
2011Q2,70세 이상,여자,09,0,0
2011Q2,70세 이상,여자,10,0,0
2011Q2,70세 이상,여자,11,0,0
2011Q2,70세 이상,여자,12,0,0
2011Q2,70세 이상,여자,13,77308,90
2011Q2,70세 이상,여자,14,144650,315
2011Q2,70세 이상,여자,15,145707,198
2011Q3,20대,남자,00,5120,67
2011Q3,20대,남자,01,1584,4
2011Q3,20대,남자,02,1250,3
2011Q3,20대,남자,03,446,5
2011Q3,20대,남자,04,639,2
2011Q3,20대,남자,05,2959,10
2011Q3,20대,남자,06,5990,9
2011Q3,20대,남자,07,926,7
2011Q3,20대,남자,08,10085,37
2011Q3,20대,남자,09,9402,48
2011Q3,20대,남자,10,13178,56
2011Q3,20대,남자,11,34331,272
2011Q3,20대,남자,12,67976,482
2011Q3,20대,남자,13,32680,791
2011Q3,20대,남자,14,13677,173
2011Q3,20대,남자,15,2325,40
2011Q3,20대,여자,00,5997,81
2011Q3,20대,여자,01,889,6
2011Q3,20대,여자,02,0,0
2011Q3,20대,여자,03,404,4
2011Q3,20대,여자,04,0,0
2011Q3,20대,여자,05,4704,3
2011Q3,20대,여자,06,1116,6
2011Q3,20대,여자,07,568,7
2011Q3,20대,여자,08,3394,27
2011Q3,20대,여자,09,2426,22
2011Q3,20대,여자,10,1349,15
2011Q3,20대,여자,11,14168,39
2011Q3,20대,여자,12,14941,37
2011Q3,20대,여자,13,7779,69
2011Q3,20대,여자,14,66301,675
2011Q3,20대,여자,15,31047,675
2011Q3,30대,남자,00,116678,808
2011Q3,30대,남자,01,37044,49
2011Q3,30대,남자,02,10076,17
2011Q3,30대,남자,03,40641,51
2011Q3,30대,남자,04,27605,19
2011Q3,30대,남자,05,52617,73
2011Q3,30대,남자,06,71643,84
2011Q3,30대,남자,07,189406,128
2011Q3,30대,남자,08,292178,462
2011Q3,30대,남자,09,332757,1036
2011Q3,30대,남자,10,356835,881
2011Q3,30대,남자,11,131259,750
2011Q3,30대,남자,12,83283,609
2011Q3,30대,남자,13,43489,295
2011Q3,30대,남자,14,27891,138
2011Q3,30대,남자,15,6493,34
2011Q3,30대,여자,00,71040,569
2011Q3,30대,여자,01,19895,18
2011Q3,30대,여자,02,3326,9
2011Q3,30대,여자,03,30869,23
2011Q3,30대,여자,04,2406,6
2011Q3,30대,여자,05,8365,34
2011Q3,30대,여자,06,29556,16
2011Q3,30대,여자,07,8499,33
2011Q3,30대,여자,08,99547,79
2011Q3,30대,여자,09,103220,176
2011Q3,30대,여자,10,68640,203
2011Q3,30대,여자,11,89224,410
2011Q3,30대,여자,12,75776,390
2011Q3,30대,여자,13,75993,457
2011Q3,30대,여자,14,67026,703
2011Q3,30대,여자,15,12485,91
2011Q3,40대,남자,00,720957,1167
2011Q3,40대,남자,01,335670,104
2011Q3,40대,남자,02,213821,55
2011Q3,40대,남자,03,340132,125
2011Q3,40대,남자,04,142691,74
2011Q3,40대,남자,05,321193,173
2011Q3,40대,남자,06,438141,367
2011Q3,40대,남자,07,3202431,1045
2011Q3,40대,남자,08,1177139,2151
2011Q3,40대,남자,09,526403,1588
2011Q3,40대,남자,10,705764,844
2011Q3,40대,남자,11,83198,518
2011Q3,40대,남자,12,6628,32
2011Q3,40대,남자,13,11106,51
2011Q3,40대,남자,14,21878,72
2011Q3,40대,남자,15,37188,30
2011Q3,40대,여자,00,168975,827
2011Q3,40대,여자,01,43161,49
2011Q3,40대,여자,02,10234,19
2011Q3,40대,여자,03,110025,32
2011Q3,40대,여자,04,12140,17
2011Q3,40대,여자,05,152823,64
2011Q3,40대,여자,06,80861,76
2011Q3,40대,여자,07,175520,130
2011Q3,40대,여자,08,237555,355
2011Q3,40대,여자,09,469793,939
2011Q3,40대,여자,10,391267,1186
2011Q3,40대,여자,11,213044,643
2011Q3,40대,여자,12,88019,422
2011Q3,40대,여자,13,28607,109
2011Q3,40대,여자,14,37915,74
2011Q3,40대,여자,15,21549,57
2011Q3,50대,남자,00,1500452,736
2011Q3,50대,남자,01,695270,70
2011Q3,50대,남자,02,65786,34
2011Q3,50대,남자,03,260149,87
2011Q3,50대,남자,04,280212,87
2011Q3,50대,남자,05,317406,190
2011Q3,50대,남자,06,572498,393
2011Q3,50대,남자,07,1441059,766
2011Q3,50대,남자,08,1867576,1531
2011Q3,50대,남자,09,731567,1117
2011Q3,50대,남자,10,2169017,670
2011Q3,50대,남자,11,119619,335
2011Q3,50대,남자,12,2442,11
2011Q3,50대,남자,13,27612,30
2011Q3,50대,남자,14,9999,39
2011Q3,50대,남자,15,25891,24
2011Q3,50대,여자,00,238671,579
2011Q3,50대,여자,01,82549,24
2011Q3,50대,여자,02,26335,11
2011Q3,50대,여자,03,24186,33
2011Q3,50대,여자,04,54164,18
2011Q3,50대,여자,05,66332,53
2011Q3,50대,여자,06,158088,39
2011Q3,50대,여자,07,151847,108
2011Q3,50대,여자,08,189242,302
2011Q3,50대,여자,09,690091,912
2011Q3,50대,여자,10,488392,893
2011Q3,50대,여자,11,130092,333
2011Q3,50대,여자,12,102032,295
2011Q3,50대,여자,13,12468,31
2011Q3,50대,여자,14,6837,30
2011Q3,50대,여자,15,4839,26
2011Q3,60대,남자,00,52949,170
2011Q3,60대,남자,01,196847,11
2011Q3,60대,남자,02,23983,5
2011Q3,60대,남자,03,53943,13
2011Q3,60대,남자,04,44848,7
2011Q3,60대,남자,05,66991,29
2011Q3,60대,남자,06,88490,60
2011Q3,60대,남자,07,528848,152
2011Q3,60대,남자,08,251357,274
2011Q3,60대,남자,09,1265198,366
2011Q3,60대,남자,10,1157358,385
2011Q3,60대,남자,11,272853,143
2011Q3,60대,남자,12,42403,92
2011Q3,60대,남자,13,355,5
2011Q3,60대,남자,14,934,4
2011Q3,60대,남자,15,1316,8
2011Q3,60대,여자,00,61385,186
2011Q3,60대,여자,01,2608,4
2011Q3,60대,여자,02,518,1
2011Q3,60대,여자,03,5078,3
2011Q3,60대,여자,04,25472,2
2011Q3,60대,여자,05,3672,5
2011Q3,60대,여자,06,22448,3
2011Q3,60대,여자,07,13232,11
2011Q3,60대,여자,08,28122,46
2011Q3,60대,여자,09,338484,106
2011Q3,60대,여자,10,86484,111
2011Q3,60대,여자,11,159529,187
2011Q3,60대,여자,12,7919440,220
2011Q3,60대,여자,13,69009,250
2011Q3,60대,여자,14,28479,95
2011Q3,60대,여자,15,605,4
2011Q3,70세 이상,남자,00,106801,52
2011Q3,70세 이상,남자,01,643,1
2011Q3,70세 이상,남자,02,0,0
2011Q3,70세 이상,남자,03,0,0
2011Q3,70세 이상,남자,04,0,0
2011Q3,70세 이상,남자,05,4227,2
2011Q3,70세 이상,남자,06,0,0
2011Q3,70세 이상,남자,07,0,0
2011Q3,70세 이상,남자,08,0,0
2011Q3,70세 이상,남자,09,11938,1
2011Q3,70세 이상,남자,10,0,0
2011Q3,70세 이상,남자,11,0,0
2011Q3,70세 이상,남자,12,0,0
2011Q3,70세 이상,남자,13,725446,446
2011Q3,70세 이상,남자,14,55552,61
2011Q3,70세 이상,남자,15,0,0
2011Q3,70세 이상,여자,00,7984,56
2011Q3,70세 이상,여자,01,2500,2
2011Q3,70세 이상,여자,02,0,0
2011Q3,70세 이상,여자,03,0,0
2011Q3,70세 이상,여자,04,0,0
2011Q3,70세 이상,여자,05,0,0
